GVT,Forced GVT,Total GVT Computations,Total All Reduce Calls,Average Reduction / GVT,total events processes,events aborted,events rolled back,event ties detected in PE queues,efficiency,total remote (shared mem) events processed,percent remote events,total remote network events processed,percent remote events,total rollbacks,primary rollbacks,secondary roll backs,fossil collect attempts,net events processed,remote sends,remote recvs
19878.215019,0,1,3,3.000000,256,0,56,0,72.000000,0,0.000000,39,19.500000,16,12,4,1,200,71,67
19905.177332,0,1,3,3.000000,256,0,53,0,73.891626,0,0.000000,34,16.748768,13,9,4,1,203,64,66
19937.518904,0,1,3,3.000000,256,0,81,0,53.714286,0,0.000000,23,13.142857,22,12,10,1,175,71,73
19964.086814,0,1,3,3.000000,256,0,84,0,51.162791,0,0.000000,32,18.604651,18,10,8,1,172,92,96
19999.719321,0,1,3,3.000000,256,0,76,0,57.777778,0,0.000000,27,15.000000,20,11,9,1,180,61,78
20018.369095,0,1,3,3.000000,256,0,73,0,60.109290,0,0.000000,33,18.032787,21,11,10,1,183,69,72
20053.919078,0,1,3,3.000000,256,0,127,0,1.550388,0,0.000000,22,17.054264,31,17,14,1,129,104,87
20080.647536,0,1,3,3.000000,256,0,64,0,66.666667,0,0.000000,34,17.708333,19,8,11,1,192,72,89
20108.804568,0,1,3,3.000000,256,0,96,0,40.000000,0,0.000000,27,16.875000,22,12,10,1,160,99,86
20134.901823,0,1,3,3.000000,256,0,85,0,50.292398,0,0.000000,33,19.298246,24,8,16,1,171,81,75
20159.407985,0,1,3,3.000000,256,0,97,0,38.993711,0,0.000000,25,15.723270,19,11,8,1,159,81,108
20192.283448,0,1,3,3.000000,256,0,81,0,53.714286,0,0.000000,27,15.428571,18,9,9,1,175,73,67
20222.069900,0,1,3,3.000000,256,0,71,0,61.621622,0,0.000000,36,19.459459,19,13,6,1,185,82,63
20253.761179,0,1,3,3.000000,256,0,85,0,50.292398,0,0.000000,28,16.374269,20,10,10,1,171,82,82
20280.358452,0,1,3,3.000000,256,0,59,0,70.050761,0,0.000000,35,17.766497,17,10,7,1,197,83,59
20320.145432,0,1,3,3.000000,256,0,62,0,68.041237,0,0.000000,30,15.463918,16,11,5,1,194,78,50
20345.757368,0,1,3,3.000000,256,0,56,0,72.000000,0,0.000000,37,18.500000,16,11,5,1,200,71,69
20381.974992,0,1,3,3.000000,256,0,74,0,59.340659,0,0.000000,35,19.230769,28,16,12,1,182,91,82
20409.693143,0,1,3,3.000000,256,0,107,0,28.187919,0,0.000000,24,16.107383,31,17,14,1,149,106,82
20434.169542,0,1,3,3.000000,256,0,63,0,67.357513,0,0.000000,36,18.652850,13,7,6,1,193,66,75
20468.105027,0,1,3,3.000000,256,0,120,0,11.764706,0,0.000000,19,13.970588,29,15,14,1,136,77,99
20493.592826,0,1,3,3.000000,256,0,78,0,56.179775,0,0.000000,32,17.977528,19,8,11,1,178,68,73
20520.138991,0,1,3,3.000000,256,0,130,0,-3.174603,0,0.000000,19,15.079365,33,13,20,1,126,67,87
20543.059913,0,1,3,3.000000,256,0,90,0,45.783133,0,0.000000,26,15.662651,21,8,13,1,166,54,71
20564.989232,0,1,3,3.000000,256,0,100,0,35.897436,0,0.000000,22,14.102564,18,3,15,1,156,66,75
20593.268546,0,1,3,3.000000,256,0,76,0,57.777778,0,0.000000,32,17.777778,18,8,10,1,180,74,90
20625.870439,0,1,3,3.000000,256,0,84,0,51.162791,0,0.000000,29,16.860465,21,9,12,1,172,95,78
20655.901502,0,1,3,3.000000,256,0,100,0,35.897436,0,0.000000,22,14.102564,24,13,11,1,156,76,66
20690.070011,0,1,3,3.000000,256,0,62,0,68.041237,0,0.000000,28,14.432990,19,10,9,1,194,58,54
20720.203120,0,1,3,3.000000,256,0,72,0,60.869565,0,0.000000,28,15.217391,18,7,11,1,184,60,56
20752.700618,0,1,3,3.000000,256,0,65,0,65.968586,0,0.000000,34,17.801047,21,13,8,1,191,86,65
20785.959251,0,1,3,3.000000,256,0,80,0,54.545455,0,0.000000,33,18.750000,21,9,12,1,176,77,72
20816.928545,0,1,3,3.000000,256,0,48,0,76.923077,0,0.000000,31,14.903846,16,10,6,1,208,59,61
20846.852392,0,1,3,3.000000,256,0,57,0,71.356784,0,0.000000,32,16.080402,14,6,8,1,199,60,56
20878.574110,0,1,3,3.000000,256,0,105,0,30.463576,0,0.000000,21,13.907285,26,12,14,1,151,73,53
20906.608781,0,1,3,3.000000,256,0,48,0,76.923077,0,0.000000,28,13.461538,15,8,7,1,208,52,59
20939.682306,0,1,3,3.000000,256,0,53,0,73.891626,0,0.000000,41,20.197044,15,7,8,1,203,71,57
20963.492887,0,1,3,3.000000,256,0,106,0,29.333333,0,0.000000,17,11.333333,21,9,12,1,150,79,74
20987.098520,0,1,3,3.000000,256,0,124,0,6.060606,0,0.000000,19,14.393939,21,11,10,1,132,93,80
21022.001623,0,1,3,3.000000,256,0,32,0,85.714286,0,0.000000,44,19.642857,10,3,7,1,224,64,78
21049.191854,0,1,3,3.000000,256,0,111,0,23.448276,0,0.000000,27,18.620690,26,12,14,1,145,95,89
21074.423388,0,1,3,3.000000,256,0,87,0,48.520710,0,0.000000,28,16.568047,20,8,12,1,169,82,63
21100.570715,0,1,3,3.000000,256,0,145,0,-30.630631,0,0.000000,16,14.414414,26,11,15,1,111,88,83
21129.057266,0,1,3,3.000000,256,0,115,0,18.439716,0,0.000000,19,13.475177,29,10,19,1,141,51,66
21161.920991,0,1,3,3.000000,256,0,58,0,70.707071,0,0.000000,29,14.646465,16,12,4,1,198,63,63
21190.330619,0,1,3,3.000000,256,0,69,0,63.101604,0,0.000000,28,14.973262,18,7,11,1,187,58,47
21224.338392,0,1,3,3.000000,256,0,103,0,32.679739,0,0.000000,26,16.993464,26,13,13,1,153,66,55
21252.656661,0,1,3,3.000000,256,0,70,0,62.365591,0,0.000000,33,17.741935,22,13,9,1,186,69,73
21286.319756,0,1,3,3.000000,256,0,70,0,62.365591,0,0.000000,31,16.666667,16,9,7,1,186,75,68
21319.534951,0,1,3,3.000000,256,0,110,0,24.657534,0,0.000000,25,17.123288,26,9,17,1,146,81,55
21339.050467,0,1,3,3.000000,256,0,108,0,27.027027,0,0.000000,22,14.864865,26,12,14,1,148,62,82
21368.368147,0,1,3,3.000000,256,0,83,0,52.023121,0,0.000000,31,17.919075,19,7,12,1,173,77,82
21402.845413,0,1,3,3.000000,256,0,69,0,63.101604,0,0.000000,37,19.786096,16,10,6,1,187,71,60
21432.065404,0,1,3,3.000000,256,0,94,0,41.975309,0,0.000000,28,17.283951,21,11,10,1,162,94,62
21454.612902,0,1,3,3.000000,256,0,119,0,13.138686,0,0.000000,18,13.138686,32,12,20,1,137,70,70
21479.217843,0,1,3,3.000000,256,0,117,0,15.827338,0,0.000000,29,20.863309,26,8,18,1,139,93,88
21507.658142,0,1,3,3.000000,256,0,97,0,38.993711,0,0.000000,25,15.723270,30,11,19,1,159,69,85
21537.151204,0,1,3,3.000000,256,0,98,0,37.974684,0,0.000000,24,15.189873,23,8,15,1,158,68,72
21567.937077,0,1,3,3.000000,256,0,68,0,63.829787,0,0.000000,29,15.425532,19,10,9,1,188,69,81
21599.540972,0,1,3,3.000000,256,0,75,0,58.563536,0,0.000000,32,17.679558,19,9,10,1,181,70,74
21631.521513,0,1,3,3.000000,256,0,54,0,73.267327,0,0.000000,37,18.316832,17,14,3,1,202,79,55
21660.900657,0,1,3,3.000000,256,0,71,0,61.621622,0,0.000000,29,15.675676,16,9,7,1,185,57,60
21693.012413,0,1,3,3.000000,256,0,47,0,77.511962,0,0.000000,35,16.746411,14,9,5,1,209,77,79
21721.594156,0,1,3,3.000000,256,0,85,0,50.292398,0,0.000000,27,15.789474,21,12,9,1,171,87,57
21751.329775,0,1,3,3.000000,256,0,94,0,41.975309,0,0.000000,26,16.049383,27,14,13,1,162,60,68
21779.820814,0,1,3,3.000000,256,0,80,0,54.545455,0,0.000000,26,14.772727,22,14,8,1,176,80,82
21805.402131,0,1,3,3.000000,256,0,92,0,43.902439,0,0.000000,25,15.243902,20,7,13,1,164,93,70
21827.042147,0,1,3,3.000000,256,0,124,0,6.060606,0,0.000000,20,15.151515,30,13,17,1,132,68,75
21861.027727,0,1,3,3.000000,256,0,86,0,49.411765,0,0.000000,31,18.235294,23,10,13,1,170,77,66
21891.398616,0,1,3,3.000000,256,0,105,0,30.463576,0,0.000000,23,15.231788,24,13,11,1,151,83,73
21921.687159,0,1,3,3.000000,256,0,68,0,63.829787,0,0.000000,25,13.297872,22,15,7,1,188,55,67
21948.851460,0,1,3,3.000000,256,0,98,0,37.974684,0,0.000000,24,15.189873,24,12,12,1,158,78,82
21977.256490,0,1,3,3.000000,256,0,103,0,32.679739,0,0.000000,26,16.993464,20,9,11,1,153,82,68
22003.802008,0,1,3,3.000000,256,0,90,0,45.783133,0,0.000000,30,18.072289,15,7,8,1,166,82,49
22034.724380,0,1,3,3.000000,256,0,82,0,52.873563,0,0.000000,28,16.091954,19,9,10,1,174,76,78
22059.887935,0,1,3,3.000000,256,0,106,0,29.333333,0,0.000000,25,16.666667,32,12,20,1,150,89,90
22089.115499,0,1,3,3.000000,256,0,116,0,17.142857,0,0.000000,20,14.285714,27,12,15,1,140,72,70
22116.800205,0,1,3,3.000000,256,0,73,0,60.109290,0,0.000000,29,15.846995,20,11,9,1,183,75,66
22144.363629,0,1,3,3.000000,256,0,77,0,56.983240,0,0.000000,35,19.553073,23,12,11,1,179,85,56
22177.362254,0,1,3,3.000000,256,0,76,0,57.777778,0,0.000000,27,15.000000,21,12,9,1,180,73,59
22209.557729,0,1,3,3.000000,256,0,74,0,59.340659,0,0.000000,37,20.329670,20,13,7,1,182,91,74
22248.165467,0,1,3,3.000000,256,0,57,0,71.356784,0,0.000000,26,13.065327,19,12,7,1,199,54,61
22274.828447,0,1,3,3.000000,256,0,65,0,65.968586,0,0.000000,32,16.753927,17,11,6,1,191,80,56
22296.660665,0,1,3,3.000000,256,0,144,0,-28.571429,0,0.000000,17,15.178571,26,9,17,1,112,95,50
22320.352331,0,1,3,3.000000,256,0,129,0,-1.574803,0,0.000000,21,16.535433,28,10,18,1,127,59,54
22343.568472,0,1,3,3.000000,256,0,87,0,48.520710,0,0.000000,25,14.792899,21,12,9,1,169,75,55
22367.080884,0,1,3,3.000000,256,0,146,0,-32.727273,0,0.000000,17,15.454545,35,13,22,1,110,91,86
22400.862018,0,1,3,3.000000,256,0,59,0,70.050761,0,0.000000,34,17.258883,17,9,8,1,197,66,64
22425.700719,0,1,3,3.000000,256,0,93,0,42.944785,0,0.000000,31,19.018405,24,11,13,1,163,83,57
22462.294491,0,1,3,3.000000,256,0,71,0,61.621622,0,0.000000,26,14.054054,18,12,6,1,185,68,51
22497.271841,0,1,3,3.000000,256,0,60,0,69.387755,0,0.000000,34,17.346939,17,8,9,1,196,70,33
22518.448716,0,1,3,3.000000,256,0,121,0,10.370370,0,0.000000,18,13.333333,23,9,14,1,135,62,66
22552.083930,0,1,3,3.000000,256,0,102,0,33.766234,0,0.000000,23,14.935065,30,13,17,1,154,75,67
22581.577129,0,1,3,3.000000,256,0,101,0,34.838710,0,0.000000,27,17.419355,27,15,12,1,155,99,75
22608.677712,0,1,3,3.000000,256,0,60,0,69.387755,0,0.000000,32,16.326531,14,6,8,1,196,70,63
22639.248103,0,1,3,3.000000,256,0,99,0,36.942675,0,0.000000,31,19.745223,22,7,15,1,157,93,82
22665.522107,0,1,3,3.000000,256,0,91,0,44.848485,0,0.000000,27,16.363636,24,9,15,1,165,71,72
22695.709083,0,1,3,3.000000,256,0,90,0,45.783133,0,0.000000,27,16.265060,20,12,8,1,166,73,63
22731.148847,0,1,3,3.000000,256,0,47,0,77.511962,0,0.000000,37,17.703349,19,8,11,1,209,69,55
22763.979787,0,1,3,3.000000,256,0,64,0,66.666667,0,0.000000,31,16.145833,19,11,8,1,192,63,55
22793.784531,0,1,3,3.000000,256,0,61,0,68.717949,0,0.000000,29,14.871795,15,11,4,1,195,57,61
22822.043033,0,1,3,3.000000,256,0,57,0,71.356784,0,0.000000,33,16.582915,16,8,8,1,199,61,81
22856.830302,0,1,3,3.000000,256,0,106,0,29.333333,0,0.000000,25,16.666667,24,13,11,1,150,89,62
22886.326627,0,1,3,3.000000,256,0,72,0,60.869565,0,0.000000,30,16.304348,18,12,6,1,184,80,60
22919.097340,0,1,3,3.000000,256,0,68,0,63.829787,0,0.000000,32,17.021277,18,8,10,1,188,70,55
22950.796699,0,1,3,3.000000,256,0,89,0,46.706587,0,0.000000,25,14.970060,22,14,8,1,167,83,58
22984.791333,0,1,3,3.000000,256,0,46,0,78.095238,0,0.000000,33,15.714286,15,9,6,1,210,63,75
23012.475809,0,1,3,3.000000,256,0,54,0,73.267327,0,0.000000,28,13.861386,18,11,7,1,202,60,57
23032.916052,0,1,3,3.000000,256,0,64,0,66.666667,0,0.000000,32,16.666667,16,9,7,1,192,82,67
23069.026988,0,1,3,3.000000,256,0,116,0,17.142857,0,0.000000,22,15.714286,22,11,11,1,140,86,70
23095.769652,0,1,3,3.000000,256,0,88,0,47.619048,0,0.000000,29,17.261905,24,13,11,1,168,91,79
23128.727249,0,1,3,3.000000,256,0,79,0,55.367232,0,0.000000,32,18.079096,23,12,11,1,177,76,88
23156.643254,0,1,3,3.000000,256,0,88,0,47.619048,0,0.000000,30,17.857143,26,9,17,1,168,76,60
23182.041344,0,1,3,3.000000,256,0,133,0,-8.130081,0,0.000000,15,12.195122,38,15,23,1,123,61,57
23210.943320,0,1,3,3.000000,256,0,86,0,49.411765,0,0.000000,35,20.588235,19,11,8,1,170,87,87
23239.803121,0,1,3,3.000000,256,0,67,0,64.550265,0,0.000000,32,16.931217,20,15,5,1,189,78,92
23269.163683,0,1,3,3.000000,256,0,77,0,56.983240,0,0.000000,25,13.966480,19,10,9,1,179,53,91
23292.555635,0,1,3,3.000000,256,0,113,0,20.979021,0,0.000000,26,18.181818,30,12,18,1,143,84,93
23323.031004,0,1,3,3.000000,256,0,93,0,42.944785,0,0.000000,26,15.950920,22,9,13,1,163,78,62
23354.889357,0,1,3,3.000000,256,0,110,0,24.657534,0,0.000000,26,17.808219,29,9,20,1,146,86,61
23382.363206,0,1,3,3.000000,256,0,68,0,63.829787,0,0.000000,32,17.021277,23,11,12,1,188,62,72
23412.153760,0,1,3,3.000000,256,0,42,0,80.373832,0,0.000000,37,17.289720,13,7,6,1,214,57,85
23438.277295,0,1,3,3.000000,256,0,92,0,43.902439,0,0.000000,30,18.292683,24,11,13,1,164,84,74
23471.726925,0,1,3,3.000000,256,0,71,0,61.621622,0,0.000000,28,15.135135,19,12,7,1,185,74,67
23505.514018,0,1,3,3.000000,256,0,52,0,74.509804,0,0.000000,37,18.137255,17,11,6,1,204,77,55
23532.151774,0,1,3,3.000000,256,0,115,0,18.439716,0,0.000000,15,10.638298,27,12,15,1,141,71,57
23560.121389,0,1,3,3.000000,256,0,99,0,36.942675,0,0.000000,26,16.560510,16,7,9,1,157,90,67
23591.952804,0,1,3,3.000000,256,0,57,0,71.356784,0,0.000000,35,17.587940,21,10,11,1,199,61,68
23617.609629,0,1,3,3.000000,256,0,73,0,60.109290,0,0.000000,29,15.846995,20,12,8,1,183,79,76
23646.309438,0,1,3,3.000000,256,0,89,0,46.706587,0,0.000000,29,17.365269,25,13,12,1,167,69,92
23676.354905,0,1,3,3.000000,256,0,107,0,28.187919,0,0.000000,20,13.422819,25,11,14,1,149,78,51
23700.532457,0,1,3,3.000000,256,0,111,0,23.448276,0,0.000000,17,11.724138,35,13,22,1,145,71,68
23732.206747,0,1,3,3.000000,256,0,93,0,42.944785,0,0.000000,25,15.337423,23,9,14,1,163,63,53
23760.631665,0,1,3,3.000000,256,0,92,0,43.902439,0,0.000000,26,15.853659,23,8,15,1,164,80,55
23786.804750,0,1,3,3.000000,256,0,62,0,68.041237,0,0.000000,32,16.494845,14,9,5,1,194,76,56
23810.065871,0,1,3,3.000000,256,0,88,0,47.619048,0,0.000000,28,16.666667,19,8,11,1,168,84,80
23840.628146,0,1,3,3.000000,256,0,137,0,-15.126050,0,0.000000,21,17.647059,30,10,20,1,119,85,60
23863.535768,0,1,3,3.000000,256,0,86,0,49.411765,0,0.000000,22,12.941176,26,12,14,1,170,56,85
23887.115843,0,1,3,3.000000,256,0,94,0,41.975309,0,0.000000,30,18.518519,24,9,15,1,162,74,96
23911.600061,0,1,3,3.000000,256,0,155,0,-53.465347,0,0.000000,14,13.861386,32,11,21,1,101,86,95
23937.166917,0,1,3,3.000000,256,0,108,0,27.027027,0,0.000000,20,13.513514,25,9,16,1,148,92,77
23964.951343,0,1,3,3.000000,256,0,77,0,56.983240,0,0.000000,35,19.553073,14,4,10,1,179,83,103
23987.027154,0,1,3,3.000000,256,0,106,0,29.333333,0,0.000000,28,18.666667,29,12,17,1,150,92,92
24014.938766,0,1,3,3.000000,256,0,130,0,-3.174603,0,0.000000,20,15.873016,32,10,22,1,126,92,41
24039.649329,0,1,3,3.000000,256,0,104,0,31.578947,0,0.000000,25,16.447368,23,12,11,1,152,107,80
24064.247442,0,1,3,3.000000,256,0,111,0,23.448276,0,0.000000,26,17.931034,26,8,18,1,145,78,73
24082.876241,0,1,3,3.000000,256,0,149,0,-39.252336,0,0.000000,16,14.953271,38,12,26,1,107,104,74
24111.743135,0,1,3,3.000000,256,0,52,0,74.509804,0,0.000000,32,15.686275,14,6,8,1,204,54,72
24116.733800,0,1,3,3.000000,256,0,99,0,36.942675,0,0.000000,27,17.197452,19,7,12,1,157,79,58
24129.261853,0,1,3,3.000000,256,0,270,0,100.000000,0,0.000000,0,0.000000,40,15,25,1,-14,114,99
24150.428879,0,1,3,3.000000,256,0,172,0,-104.761905,0,0.000000,15,17.857143,29,9,20,1,84,99,87
24163.943987,0,1,3,3.000000,256,0,86,0,49.411765,0,0.000000,32,18.823529,22,8,14,1,170,98,92
24192.042488,0,1,3,3.000000,256,0,203,0,-283.018868,0,0.000000,9,16.981132,39,15,24,1,53,127,83
24217.188973,0,1,3,3.000000,256,0,59,0,70.050761,0,0.000000,36,18.274112,13,8,5,1,197,74,72
24229.911369,0,1,3,3.000000,256,0,136,0,-13.333333,0,0.000000,21,17.500000,19,5,14,1,120,87,139
24249.568941,0,1,3,3.000000,256,0,192,0,-200.000000,0,0.000000,8,12.500000,40,14,26,1,64,108,117
24277.201946,0,1,3,3.000000,256,0,143,0,-26.548673,0,0.000000,18,15.929204,32,11,21,1,113,94,90
24307.849370,0,1,3,3.000000,256,0,95,0,40.993789,0,0.000000,28,17.391304,30,19,11,1,161,86,89
24318.680196,0,1,3,3.000000,256,0,43,0,79.812207,0,0.000000,35,16.431925,11,8,3,1,213,59,67
24329.193669,0,1,3,3.000000,256,0,258,0,100.000000,0,0.000000,-4,100.000000,45,12,33,1,-2,132,124
24353.414182,0,1,3,3.000000,256,0,166,0,-84.444444,0,0.000000,18,20.000000,40,14,26,1,90,68,117
24371.844765,0,1,3,3.000000,256,0,97,0,38.993711,0,0.000000,29,18.238994,26,8,18,1,159,73,114
24392.889550,0,1,3,3.000000,256,0,128,0,0.000000,0,0.000000,21,16.406250,25,11,14,1,128,91,124
24425.940064,0,1,3,3.000000,256,0,133,0,-8.130081,0,0.000000,23,18.699187,30,12,18,1,123,93,65
24454.359400,0,1,3,3.000000,256,0,71,0,61.621622,0,0.000000,35,18.918919,18,10,8,1,185,81,63
24475.475780,0,1,3,3.000000,256,0,74,0,59.340659,0,0.000000,31,17.032967,22,8,14,1,182,65,85
24504.093113,0,1,3,3.000000,256,0,145,0,-30.630631,0,0.000000,21,18.918919,34,12,22,1,111,123,70
24532.969711,0,1,3,3.000000,256,0,58,0,70.707071,0,0.000000,30,15.151515,17,7,10,1,198,56,91
24559.015920,0,1,3,3.000000,256,0,90,0,45.783133,0,0.000000,29,17.469880,24,7,17,1,166,73,81
24595.418170,0,1,3,3.000000,256,0,86,0,49.411765,0,0.000000,28,16.470588,20,6,14,1,170,76,64
24622.830389,0,1,3,3.000000,256,0,79,0,55.367232,0,0.000000,31,17.514124,23,8,15,1,177,75,58
24651.731242,0,1,3,3.000000,256,0,94,0,41.975309,0,0.000000,28,17.283951,23,12,11,1,162,86,67
24678.186440,0,1,3,3.000000,256,0,103,0,32.679739,0,0.000000,28,18.300654,23,11,12,1,153,88,58
24699.853831,0,1,3,3.000000,256,0,90,0,45.783133,0,0.000000,22,13.253012,20,10,10,1,166,76,71
24735.172289,0,1,3,3.000000,256,0,116,0,17.142857,0,0.000000,23,16.428571,24,11,13,1,140,85,54
24769.350492,0,1,3,3.000000,256,0,60,0,69.387755,0,0.000000,29,14.795918,16,4,12,1,196,61,83
24805.930141,0,1,3,3.000000,256,0,52,0,74.509804,0,0.000000,34,16.666667,15,7,8,1,204,58,51
24837.211834,0,1,3,3.000000,256,0,52,0,74.509804,0,0.000000,28,13.725490,19,12,7,1,204,54,65
24863.785102,0,1,3,3.000000,256,0,85,0,50.292398,0,0.000000,28,16.374269,32,11,21,1,171,68,67
24887.134244,0,1,3,3.000000,256,0,106,0,29.333333,0,0.000000,27,18.000000,27,9,18,1,150,69,85
24911.453217,0,1,3,3.000000,256,0,128,0,0.000000,0,0.000000,26,20.312500,22,9,13,1,128,92,96
24931.480865,0,1,3,3.000000,256,0,64,0,66.666667,0,0.000000,29,15.104167,19,12,7,1,192,71,87
24961.873257,0,1,3,3.000000,256,0,122,0,8.955224,0,0.000000,27,20.149254,28,10,18,1,134,99,70
24980.554137,0,1,3,3.000000,256,0,85,0,50.292398,0,0.000000,31,18.128655,26,9,17,1,171,77,71
25017.431400,0,1,3,3.000000,256,0,138,0,-16.949153,0,0.000000,19,16.101695,42,17,25,1,118,89,96
25045.898981,0,1,3,3.000000,256,0,66,0,65.263158,0,0.000000,28,14.736842,19,12,7,1,190,60,91
25071.239022,0,1,3,3.000000,256,0,98,0,37.974684,0,0.000000,25,15.822785,31,12,19,1,158,47,73
25102.039984,0,1,3,3.000000,256,0,99,0,36.942675,0,0.000000,23,14.649682,30,13,17,1,157,55,64
25129.679001,0,1,3,3.000000,256,0,82,0,52.873563,0,0.000000,32,18.390805,22,8,14,1,174,64,86
25153.155624,0,1,3,3.000000,256,0,81,0,53.714286,0,0.000000,34,19.428571,26,11,15,1,175,78,59
25186.290640,0,1,3,3.000000,256,0,100,0,35.897436,0,0.000000,22,14.102564,25,11,14,1,156,68,64
25220.065575,0,1,3,3.000000,256,0,38,0,82.568807,0,0.000000,37,16.972477,12,6,6,1,218,63,55
25248.787750,0,1,3,3.000000,256,0,86,0,49.411765,0,0.000000,33,19.411765,28,11,17,1,170,81,71
25272.823532,0,1,3,3.000000,256,0,107,0,28.187919,0,0.000000,18,12.080537,29,10,19,1,149,74,61
25298.442471,0,1,3,3.000000,256,0,121,0,10.370370,0,0.000000,27,20.000000,24,10,14,1,135,115,41
25324.522029,0,1,3,3.000000,256,0,40,0,81.481481,0,0.000000,38,17.592593,10,8,2,1,216,76,47
25357.764913,0,1,3,3.000000,256,0,140,0,-20.689655,0,0.000000,16,13.793103,30,11,19,1,116,66,71
25387.193014,0,1,3,3.000000,256,0,69,0,63.101604,0,0.000000,30,16.042781,18,8,10,1,187,76,70
25422.201315,0,1,3,3.000000,256,0,82,0,52.873563,0,0.000000,30,17.241379,23,10,13,1,174,60,72
25441.877177,0,1,3,3.000000,256,0,124,0,6.060606,0,0.000000,18,13.636364,32,10,22,1,132,72,66
25476.858325,0,1,3,3.000000,256,0,84,0,51.162791,0,0.000000,21,12.209302,25,13,12,1,172,55,79
25506.945175,0,1,3,3.000000,256,0,77,0,56.983240,0,0.000000,31,17.318436,18,7,11,1,179,75,58
25539.237475,0,1,3,3.000000,256,0,54,0,73.267327,0,0.000000,27,13.366337,20,9,11,1,202,59,95
25557.867341,0,1,3,3.000000,256,0,73,0,60.109290,0,0.000000,35,19.125683,18,8,10,1,183,89,70
25588.205441,0,1,3,3.000000,256,0,154,0,-50.980392,0,0.000000,18,17.647059,30,11,19,1,102,124,106
25616.535478,0,1,3,3.000000,256,0,103,0,32.679739,0,0.000000,21,13.725490,25,11,14,1,153,69,88
25645.756869,0,1,3,3.000000,256,0,64,0,66.666667,0,0.000000,32,16.666667,14,9,5,1,192,62,69
25678.719462,0,1,3,3.000000,256,0,56,0,72.000000,0,0.000000,36,18.000000,20,10,10,1,200,64,61
25706.030936,0,1,3,3.000000,256,0,93,0,42.944785,0,0.000000,30,18.404908,23,10,13,1,163,76,83
25726.059597,0,1,3,3.000000,256,0,80,0,54.545455,0,0.000000,27,15.340909,22,12,10,1,176,73,54
25737.929095,0,1,3,3.000000,256,0,162,0,-72.340426,0,0.000000,16,17.021277,34,12,22,1,94,100,91
25759.386526,0,1,3,3.000000,256,0,215,0,-424.390244,0,0.000000,6,14.634146,43,12,31,1,41,104,135
25778.554137,0,1,3,3.000000,256,0,111,0,23.448276,0,0.000000,22,15.172414,33,15,18,1,145,90,70
25800.459333,0,1,3,3.000000,256,0,146,0,-32.727273,0,0.000000,23,20.909091,28,12,16,1,110,105,74
25828.830316,0,1,3,3.000000,256,0,106,0,29.333333,0,0.000000,23,15.333333,24,9,15,1,150,83,94
25854.560998,0,1,3,3.000000,256,0,138,0,-16.949153,0,0.000000,22,18.644068,38,14,24,1,118,86,86
25890.292048,0,1,3,3.000000,256,0,50,0,75.728155,0,0.000000,38,18.446602,17,9,8,1,206,68,66
25922.400791,0,1,3,3.000000,256,0,66,0,65.263158,0,0.000000,30,15.789474,18,11,7,1,190,72,68
25943.590319,0,1,3,3.000000,256,0,38,0,82.568807,0,0.000000,37,16.972477,13,8,5,1,218,61,54
25968.145702,0,1,3,3.000000,256,0,135,0,-11.570248,0,0.000000,20,16.528926,34,18,16,1,121,114,95
25997.561395,0,1,3,3.000000,256,0,59,0,70.050761,0,0.000000,35,17.766497,17,11,6,1,197,79,81
26023.384168,0,1,3,3.000000,256,0,137,0,-15.126050,0,0.000000,23,19.327731,27,8,19,1,119,103,66
26047.151789,0,1,3,3.000000,256,0,157,0,-58.585859,0,0.000000,15,15.151515,45,21,24,1,99,85,75
26081.999146,0,1,3,3.000000,256,0,64,0,66.666667,0,0.000000,32,16.666667,20,8,12,1,192,56,61
26113.205122,0,1,3,3.000000,256,0,65,0,65.968586,0,0.000000,33,17.277487,25,13,12,1,191,67,64
26137.322374,0,1,3,3.000000,256,0,93,0,42.944785,0,0.000000,22,13.496933,25,10,15,1,163,76,70
26161.643744,0,1,3,3.000000,256,0,114,0,19.718310,0,0.000000,31,21.830986,28,11,17,1,142,111,97
26194.914486,0,1,3,3.000000,256,0,50,0,75.728155,0,0.000000,35,16.990291,13,10,3,1,206,79,71
26224.256646,0,1,3,3.000000,256,0,97,0,38.993711,0,0.000000,28,17.610063,23,10,13,1,159,76,61
26256.171612,0,1,3,3.000000,256,0,75,0,58.563536,0,0.000000,33,18.232044,18,9,9,1,181,95,80
26283.004118,0,1,3,3.000000,256,0,55,0,72.636816,0,0.000000,31,15.422886,15,8,7,1,201,59,65
26314.716254,0,1,3,3.000000,256,0,138,0,-16.949153,0,0.000000,13,11.016949,32,9,23,1,118,77,54
26340.070007,0,1,3,3.000000,256,0,114,0,19.718310,0,0.000000,23,16.197183,29,14,15,1,142,85,65
26370.229343,0,1,3,3.000000,256,0,65,0,65.968586,0,0.000000,30,15.706806,18,5,13,1,191,54,62
26397.157133,0,1,3,3.000000,256,0,104,0,31.578947,0,0.000000,19,12.500000,25,4,21,1,152,59,71
26428.565573,0,1,3,3.000000,256,0,62,0,68.041237,0,0.000000,36,18.556701,12,4,8,1,194,60,62
26454.090009,0,1,3,3.000000,256,0,97,0,38.993711,0,0.000000,31,19.496855,26,12,14,1,159,71,93
26477.474620,0,1,3,3.000000,256,0,118,0,14.492754,0,0.000000,28,20.289855,29,14,15,1,138,120,91
