gvt,PE_0,PE_1,PE_2,PE_3,PE_4,PE_5,PE_6,PE_7,PE_8,PE_9,PE_10,PE_11,PE_12,PE_13,PE_14,PE_15
23617.609375,14,8,7,14,9,11,5,15,10,8,5,5,3,8,10,14
23646.308594,12,8,18,25,12,15,6,25,21,12,9,20,5,10,14,12
23676.355469,18,16,9,16,14,11,16,25,27,18,22,25,20,15,12,14
23700.533203,9,16,14,13,7,5,3,20,1,9,14,12,6,13,9,7
23732.207031,7,8,11,15,8,11,8,15,2,10,16,18,3,7,11,8
23760.630859,11,20,12,14,8,10,11,20,10,16,8,16,7,3,13,14
23786.804688,6,9,4,7,5,4,0,16,10,22,8,8,4,13,5,9
23810.066406,10,8,19,24,10,11,10,27,15,16,6,10,2,6,13,14
23840.628906,15,22,12,14,9,12,7,16,14,9,12,16,6,4,16,14
23863.535156,25,8,13,15,16,6,18,23,18,20,7,22,12,7,15,9
23887.115234,10,11,11,16,13,4,3,17,15,11,17,18,14,4,12,6
23911.599609,8,12,6,16,11,9,3,15,5,7,4,8,2,11,13,10
23937.166016,12,15,20,17,11,10,12,27,16,20,7,16,7,6,24,14
23964.951172,17,21,18,20,17,13,9,35,12,24,10,18,14,14,24,22
23987.027344,16,6,8,10,8,3,2,14,4,13,15,12,2,4,4,11
24014.939453,16,15,15,19,9,8,13,21,5,34,6,24,12,6,16,15
24039.648438,6,16,16,10,15,11,12,16,12,10,11,7,11,10,21,3
24064.248047,4,5,9,7,7,2,4,10,9,6,8,8,3,5,9,4
24082.876953,7,5,6,4,2,4,0,10,2,7,8,8,1,6,2,2
24111.742188,11,17,16,14,6,10,7,16,19,9,12,21,11,10,16,9
24116.734375,3,0,0,4,5,4,0,3,2,2,0,0,2,3,0,1
24129.261719,10,7,2,10,4,9,2,4,7,9,5,0,4,1,4,1
24150.429688,6,12,25,18,7,26,9,34,9,15,14,13,6,12,14,11
24163.943359,15,2,9,7,2,0,0,3,10,5,8,3,0,7,14,5
24192.042969,11,15,16,18,7,9,2,15,15,9,18,9,8,9,13,4
24217.189453,11,16,10,11,12,5,6,16,8,13,9,7,6,8,21,2
24229.912109,5,1,3,4,11,6,7,14,9,2,2,5,2,4,8,0
24249.568359,5,9,9,10,7,2,5,17,3,9,22,9,5,9,9,2
24277.201172,14,12,9,20,11,12,3,17,14,6,6,21,9,5,26,8
24307.849609,15,25,19,16,21,30,13,30,25,36,29,33,15,11,32,7
24318.679688,10,9,2,16,6,3,1,2,4,7,2,2,2,1,4,0
24329.193359,11,4,7,9,1,4,7,17,13,4,3,8,5,0,6,0
24353.414062,19,11,16,22,16,7,12,22,20,5,24,18,12,12,25,6
24371.845703,15,11,13,3,12,6,6,19,9,3,13,13,11,9,28,4
24392.888672,5,11,3,19,11,15,5,24,8,16,8,7,4,4,16,5
24425.939453,14,15,14,17,5,9,5,22,14,12,5,19,9,4,20,16
24454.359375,11,22,14,17,11,15,5,20,4,19,12,19,10,7,29,15
24475.476562,14,10,25,13,7,5,1,26,8,14,14,22,6,12,14,3
24504.093750,15,19,14,8,11,3,7,18,12,15,11,23,10,12,19,1
24532.968750,10,13,8,16,10,7,10,10,20,13,11,17,3,6,17,6
24559.015625,12,8,13,22,4,11,3,14,13,22,4,27,2,11,12,19
24595.417969,27,37,26,23,35,11,20,33,41,31,13,30,7,16,25,18
24622.830078,30,24,17,28,32,6,1,39,24,17,30,29,18,18,27,12
24651.730469,6,13,18,15,13,7,5,8,16,2,24,17,8,9,16,5
24678.185547,10,11,11,11,9,6,11,17,14,10,8,12,14,5,15,13
24699.853516,8,10,7,10,4,10,2,10,8,5,4,7,3,4,7,9
24735.171875,13,24,16,22,7,9,5,9,15,16,9,14,5,10,13,8
24769.349609,13,24,18,39,30,12,7,26,18,25,11,22,13,28,15,11
24805.929688,24,25,21,29,25,8,12,41,12,16,32,27,14,31,22,19
24837.210938,19,13,9,15,7,22,12,36,23,16,16,10,6,14,12,11
24863.785156,15,5,11,17,4,11,2,10,11,6,5,7,9,5,6,2
24887.134766,2,4,4,7,2,4,0,10,4,4,13,7,6,9,7,6
24911.453125,6,15,12,15,8,10,8,8,16,14,8,8,6,12,11,6
24931.480469,16,16,15,12,10,12,3,23,13,2,16,21,2,9,14,10
24961.873047,16,18,17,22,9,13,6,19,17,18,15,30,16,19,28,12
24980.554688,15,13,14,14,1,0,1,11,11,6,3,10,1,17,3,3
25017.431641,15,12,18,29,17,17,6,26,14,19,16,24,7,13,16,21
25045.898438,19,22,24,24,16,13,6,38,10,16,13,13,6,10,16,12
25071.238281,11,11,15,6,10,8,9,10,16,9,10,19,8,10,6,6
25102.039062,7,14,10,27,14,16,8,38,18,17,13,21,5,18,8,25
25129.679688,19,25,33,36,30,14,20,32,29,26,10,31,11,12,34,17
25153.156250,25,15,9,12,4,7,9,23,3,16,9,25,2,4,29,9
25186.291016,31,19,26,29,24,30,8,40,35,39,18,35,12,23,16,19
25220.066406,16,22,17,25,10,7,11,14,17,20,17,17,10,16,22,9
25248.787109,8,15,14,14,15,9,8,20,13,11,17,12,2,14,5,12
25272.824219,6,16,12,11,14,5,4,14,15,16,8,17,6,4,13,4
25298.443359,14,7,8,15,9,10,2,14,5,18,9,19,6,5,18,18
25324.521484,16,10,22,12,29,35,11,19,28,13,20,20,18,16,25,6
25357.765625,38,33,32,36,26,14,27,35,29,23,36,38,20,17,21,14
25387.193359,20,21,13,30,13,13,6,12,8,8,12,12,7,22,23,15
25422.201172,10,7,15,11,13,13,6,11,18,12,8,10,9,8,7,8
25441.876953,6,12,7,10,2,5,0,18,9,4,2,8,2,4,5,9
25476.857422,9,11,15,24,14,13,6,15,22,16,10,32,4,14,13,11
25506.945312,29,10,23,21,11,11,2,27,12,15,18,14,4,22,17,11
25539.238281,12,4,6,17,6,9,2,16,17,15,6,17,5,10,17,13
25557.867188,4,5,9,12,8,2,0,13,8,11,10,12,5,3,3,6
25588.205078,8,12,11,11,16,6,6,25,17,9,8,16,8,12,11,7
25616.535156,14,16,10,29,9,14,4,16,13,7,13,20,12,6,16,14
25645.757812,13,19,11,13,6,7,7,15,11,9,15,17,7,9,16,4
25678.718750,19,8,9,24,8,15,2,24,5,6,10,8,15,6,11,8
25706.031250,6,16,9,17,11,12,5,23,19,12,22,17,6,9,16,19
25726.060547,11,15,15,17,10,12,4,24,11,10,6,19,5,8,8,1
25737.929688,11,11,1,3,2,7,0,16,9,13,12,5,3,6,7,2
25759.386719,20,23,28,36,39,22,19,55,24,33,24,36,22,18,37,22
25778.554688,13,16,20,37,19,11,8,25,12,18,13,16,15,10,28,6
25800.458984,11,6,15,11,7,13,2,26,10,16,13,19,5,13,15,15
25828.830078,22,12,16,23,8,17,9,38,6,15,7,14,13,8,20,14
25854.560547,9,15,12,14,9,10,4,18,6,7,8,18,5,13,15,8
25890.292969,21,26,25,15,16,9,9,30,15,15,20,22,6,11,11,16
25922.400391,9,14,15,12,10,9,15,19,23,19,9,13,1,7,5,9
25943.589844,8,10,3,11,7,6,5,14,8,10,11,15,5,14,13,5
25968.146484,9,9,6,24,11,12,6,13,11,10,13,13,7,17,15,6
25997.560547,24,16,23,18,16,21,11,27,17,21,15,37,13,19,22,14
26023.384766,22,10,11,19,9,8,7,40,9,14,10,10,1,5,27,12
26047.152344,12,27,18,17,22,7,7,16,9,25,23,25,14,18,13,8
26082.000000,14,11,9,16,12,7,4,29,8,17,13,16,6,13,27,8
26113.205078,8,9,10,19,10,8,6,20,12,11,7,21,4,8,15,13
26137.322266,10,14,8,14,5,3,2,10,2,11,7,18,9,4,9,3
26161.644531,28,23,23,25,9,7,8,24,16,14,16,18,5,6,19,5
26194.914062,10,12,10,26,13,18,6,28,10,19,9,31,12,13,19,3
26224.255859,19,16,9,24,10,8,4,17,5,14,18,14,9,7,24,5
26256.171875,14,16,19,34,19,17,17,37,29,26,11,13,18,21,18,15
26283.003906,24,21,12,39,22,12,8,30,18,15,21,30,8,22,37,7
26314.716797,10,18,22,20,16,5,6,32,17,13,11,15,6,17,26,7
26340.070312,14,13,14,11,10,8,6,13,11,8,11,14,8,11,11,3
26370.228516,9,11,18,26,8,17,2,25,10,19,17,16,14,7,20,11
26397.156250,12,8,10,19,10,10,4,15,10,13,14,21,6,21,14,5
26428.566406,22,23,27,22,30,14,10,30,22,22,17,20,16,25,37,18
26454.089844,27,22,28,22,40,14,19,33,26,19,17,33,19,23,23,9
26477.474609,11,13,7,15,10,7,5,15,12,12,11,18,8,9,14,9
26507.859375,11,21,15,19,34,19,9,30,18,12,18,19,17,11,17,14
26536.585938,22,32,14,19,16,21,10,34,32,24,26,28,7,11,16,7
26567.935547,36,26,33,28,29,31,35,42,34,22,17,29,11,24,36,16
26594.267578,20,25,17,28,13,8,8,37,19,16,33,33,12,11,29,15
26606.654297,9,3,3,14,8,4,5,6,2,1,7,13,4,3,9,1
26616.349609,8,22,4,11,10,9,1,14,4,3,18,6,7,5,15,10
26641.335938,17,13,18,34,26,21,19,29,34,18,7,34,7,15,23,17
26667.289062,23,9,20,18,17,5,13,17,13,20,17,19,13,16,8,5
26700.263672,24,32,29,17,28,5,15,43,32,17,14,22,11,16,37,26
26711.949219,0,4,7,13,9,4,4,6,1,5,7,12,7,1,3,0
26735.617188,15,13,7,16,9,8,7,21,18,11,14,10,6,10,21,10
26759.298828,7,9,8,5,11,5,0,19,7,8,9,18,4,1,15,7
26777.556641,8,5,2,15,1,7,2,4,6,8,9,11,5,1,6,3
26795.988281,2,16,18,11,18,8,12,17,13,8,3,9,15,1,28,6
26816.587891,14,13,13,4,12,10,4,11,12,8,20,14,9,9,12,4
26839.966797,14,8,7,11,8,4,0,16,8,6,11,9,4,8,19,1
26869.447266,17,11,15,27,17,17,12,30,17,12,15,14,5,7,28,6
26881.517578,3,12,4,10,10,8,3,6,3,12,9,11,7,1,9,1
26906.164062,19,9,18,20,15,13,12,24,16,14,14,21,19,10,31,9
26940.251953,26,27,27,18,33,36,21,39,26,29,24,27,25,17,34,18
26957.738281,15,29,19,25,28,11,5,34,16,2,9,30,19,12,20,32
26984.097656,21,19,11,15,13,15,0,18,15,20,13,13,7,18,13,7
27016.541016,14,11,12,14,11,11,5,24,9,16,8,16,6,8,17,5
27044.265625,7,10,10,6,8,9,8,21,9,14,12,17,7,5,13,4
27068.357422,26,13,14,16,9,8,2,28,10,13,13,10,9,7,7,5
27099.326172,10,11,13,21,10,11,3,16,16,19,8,18,9,6,17,16
27127.925781,14,11,14,20,11,9,5,28,15,16,8,16,12,12,17,7
27153.388672,10,9,10,23,10,6,4,16,8,13,10,15,4,8,12,8
27184.306641,13,11,13,19,11,8,3,19,9,14,13,14,10,9,10,18
27216.681641,28,16,40,37,17,14,16,40,19,19,21,32,16,11,27,10
27243.306641,14,12,4,15,8,10,8,7,10,14,13,21,12,6,12,12
27273.625000,22,19,20,17,9,8,4,30,14,19,16,19,10,5,20,13
27301.933594,8,16,11,21,12,6,1,28,8,22,11,21,7,6,15,11
27330.357422,14,18,10,16,20,12,11,27,10,15,13,28,16,16,21,10
27358.906250,11,17,10,31,16,10,6,14,9,18,13,19,12,28,21,14
27372.773438,16,1,2,10,5,6,4,3,10,15,7,4,2,6,10,2
27389.355469,4,25,7,11,4,0,8,13,13,9,10,14,4,10,10,7
27413.072266,3,10,7,8,11,7,0,13,3,17,7,9,10,8,17,2
27435.123047,13,15,7,11,8,13,1,14,9,12,3,12,3,9,10,9
27459.357422,28,29,23,22,30,10,6,26,13,27,24,42,32,15,13,7
27480.974609,4,1,5,20,14,11,8,16,8,11,9,9,3,6,10,0
27507.042969,6,8,15,12,15,5,7,10,15,13,10,12,11,8,10,6
27527.542969,4,10,1,20,11,18,1,19,9,7,9,11,4,3,4,4
27549.003906,28,11,19,11,0,17,8,17,15,25,8,20,17,15,11,9
27573.208984,15,11,13,25,14,10,5,14,9,14,9,11,6,14,11,4
27588.224609,4,4,7,8,7,1,0,10,5,8,4,6,1,2,3,2
27619.970703,19,11,8,14,10,7,2,24,2,20,15,13,10,11,13,7
27636.722656,0,4,6,4,5,13,1,7,9,10,0,6,0,2,13,6
27674.080078,25,24,20,41,10,20,10,21,17,34,22,25,9,23,32,19
27699.158203,18,15,16,16,8,16,13,17,14,17,21,14,9,16,6,10
27722.753906,10,9,19,19,12,7,2,25,22,5,6,24,6,13,13,6
27741.849609,6,12,5,8,4,8,0,11,7,5,3,18,5,10,10,7
27773.955078,25,17,27,37,10,10,7,39,16,13,22,34,13,15,17,13
27803.910156,20,8,19,28,30,14,8,31,17,14,14,20,11,10,18,21
27833.720703,14,11,11,14,23,3,3,19,12,14,14,21,10,10,16,16
27856.427734,9,10,9,12,3,20,9,16,17,9,8,18,11,4,9,17
27874.519531,8,2,8,13,11,10,0,14,4,16,7,13,6,2,20,4
27905.578125,15,13,18,18,13,6,3,20,12,12,10,17,8,12,15,2
27923.962891,7,14,6,4,7,1,5,9,7,4,1,2,2,7,10,6
27942.087891,4,6,3,13,7,1,2,11,5,5,6,5,6,7,19,4
27976.794922,32,25,15,31,36,23,9,29,16,38,30,29,11,12,30,27
27999.095703,22,28,31,50,9,12,10,37,16,7,10,39,15,20,50,12
28031.037109,22,23,18,20,14,24,12,31,53,24,26,34,13,35,28,7
28065.572266,7,12,9,11,14,0,1,21,11,11,8,14,6,3,10,1
28096.376953,18,14,20,32,15,21,8,14,16,14,16,25,9,7,21,6
28109.552734,6,7,9,8,6,10,0,3,7,3,0,5,8,6,6,8
28127.835938,9,7,9,10,12,2,5,6,3,23,3,5,8,2,1,0
28157.609375,19,16,12,21,19,13,4,26,13,7,21,14,18,7,22,19
28179.056641,15,27,30,29,25,18,13,27,33,18,29,8,14,15,33,14
28198.337891,11,8,20,16,14,8,10,20,19,9,13,21,19,14,38,15
28223.263672,43,19,27,21,17,9,3,24,12,11,20,19,21,10,26,12
28249.443359,18,15,27,32,40,16,10,37,18,28,25,41,10,7,25,10
28284.388672,24,20,22,23,37,19,13,36,19,33,15,43,15,16,25,15
28314.812500,20,30,18,21,21,26,12,26,26,33,18,21,8,18,29,11
28349.568359,23,17,18,24,21,13,6,41,33,12,9,14,18,11,18,12
28382.162109,13,7,9,17,10,20,3,24,16,17,16,13,15,5,6,6
28417.714844,15,14,18,18,10,5,2,15,27,12,14,13,19,15,23,4
28426.884766,2,7,5,2,13,1,2,15,4,6,1,3,1,0,0,7
28450.392578,13,7,9,14,9,15,5,9,9,12,14,8,6,7,10,3
28477.578125,8,12,4,7,14,2,6,24,6,7,10,11,10,11,12,6
28511.841797,16,12,17,16,15,9,2,20,14,26,7,5,17,14,11,7
28539.080078,12,15,13,18,16,6,4,17,9,12,10,19,9,8,7,11
28568.189453,16,17,18,26,24,15,13,23,28,21,15,20,21,23,21,11
28598.718750,20,20,39,20,21,27,19,41,32,20,16,29,20,24,33,15
28620.769531,16,15,19,8,13,3,14,15,8,11,11,24,17,5,8,8
28655.712891,27,29,25,50,32,13,11,46,10,40,22,51,26,25,21,19
28684.406250,20,25,21,34,22,11,8,34,11,32,13,28,19,18,14,22
28709.400391,13,8,11,14,10,5,8,13,17,11,13,20,11,12,12,5
28745.093750,14,8,12,14,18,7,7,34,12,18,23,18,8,13,18,5
28768.882812,10,11,12,12,12,8,1,18,7,14,5,8,7,4,14,11
28803.601562,17,15,20,21,11,24,6,20,8,22,17,25,10,12,15,22
28834.828125,17,17,14,19,23,5,3,24,17,21,9,21,14,9,17,12
28866.378906,12,17,16,20,19,4,10,29,11,12,7,28,11,10,7,5
28896.740234,9,11,17,20,2,9,5,21,24,13,13,8,11,10,7,5
28928.201172,20,27,31,33,14,12,12,24,31,14,12,20,16,4,23,8
28959.001953,16,22,27,40,30,27,12,54,53,28,37,23,22,38,24,16
28995.908203,50,24,48,28,13,31,11,44,16,32,21,43,4,30,38,23
29019.015625,6,12,14,18,24,13,6,17,9,13,10,30,7,7,15,7
29042.304688,11,17,14,13,5,4,4,18,12,9,4,23,1,2,11,8
29079.710938,12,18,11,16,11,6,14,21,8,16,11,23,6,6,21,7
29114.005859,12,11,12,20,16,5,3,13,13,14,13,22,9,5,12,6
29149.804688,13,13,12,19,12,10,1,18,11,15,12,17,7,13,6,12
29177.935547,15,22,28,34,20,17,4,41,9,19,11,37,20,13,9,20
29207.050781,43,39,32,35,6,11,32,49,15,38,37,42,10,18,28,18
29241.271484,17,30,23,25,21,14,5,31,33,12,28,25,12,12,10,8
29270.796875,25,17,16,33,15,21,7,29,25,18,16,19,11,16,20,15
29298.376953,14,14,20,24,10,5,2,17,11,15,13,19,10,13,13,7
29333.000000,11,13,15,21,18,14,11,29,20,15,17,16,20,11,19,3
29364.933594,30,29,28,42,25,38,18,33,33,33,16,36,19,18,27,22
29399.007812,28,23,16,22,9,36,7,26,14,24,20,29,12,13,28,13
29431.148438,22,20,26,40,25,22,20,34,20,22,19,19,10,23,33,30
29456.501953,27,21,24,12,23,9,10,38,27,22,17,20,15,18,11,17
29495.117188,21,36,12,23,26,18,16,26,25,30,33,23,18,20,6,14
29523.416016,27,21,19,18,31,10,21,26,24,29,26,27,8,19,16,14
29553.115234,15,21,22,17,16,17,4,28,25,19,17,8,11,22,17,21
29585.636719,19,19,23,29,20,11,21,33,28,24,23,22,20,16,20,14
29621.630859,29,24,17,32,27,29,12,31,35,21,14,30,24,19,22,16
29651.113281,9,10,12,14,9,21,3,19,9,19,1,13,11,6,23,15
29673.335938,15,7,16,8,5,11,6,20,10,14,3,3,8,5,15,13
29699.828125,6,11,13,17,7,3,4,18,14,8,7,19,2,12,5,4
29739.324219,17,11,16,15,13,15,9,21,11,9,9,30,7,18,15,7
29768.318359,16,18,15,23,22,18,8,29,16,14,8,18,8,13,21,17
29803.537109,15,7,12,20,17,15,7,33,17,18,8,21,6,7,17,13
29824.613281,8,13,11,14,13,5,3,18,9,21,16,11,10,10,8,7
29856.861328,16,17,18,23,17,20,21,24,17,28,9,32,14,21,28,11
29876.050781,19,9,4,13,14,14,5,12,18,11,13,14,12,8,14,7
29906.587891,16,17,21,27,10,19,6,28,34,13,22,10,16,26,17,11
29933.611328,23,15,11,27,25,14,3,16,21,3,21,23,7,7,23,17
29960.638672,12,5,20,29,11,11,0,13,15,15,14,25,8,8,11,11
29990.673828,9,12,12,16,16,10,11,14,18,14,6,9,11,13,23,4
30022.275391,17,24,34,32,35,25,10,34,17,32,10,33,20,27,20,11
30058.818359,39,21,23,14,20,8,9,29,22,13,16,28,17,7,20,19
30088.867188,6,8,12,16,24,6,6,27,16,15,16,14,7,8,22,8
30120.822266,25,24,28,28,17,6,1,20,16,24,14,17,19,9,31,10
30151.201172,10,11,6,21,12,6,8,19,21,13,15,19,7,7,13,7
30182.818359,25,27,21,60,15,26,2,29,23,21,16,35,28,14,22,23
30218.498047,8,31,28,26,14,17,15,23,18,29,24,31,14,20,24,16
30248.478516,15,14,18,21,11,15,11,10,21,16,6,19,6,12,11,12
30277.513672,11,14,27,10,20,15,7,24,25,27,25,21,9,14,23,8
30306.535156,15,19,26,16,12,20,5,35,9,25,12,20,15,12,21,14
30337.599609,21,18,17,21,28,10,11,37,21,22,24,26,15,12,21,14
30362.080078,16,6,18,14,8,3,15,23,6,23,9,13,6,13,14,12
30394.246094,20,38,35,24,34,30,16,38,40,39,26,35,11,27,22,11
30430.853516,23,23,19,20,26,11,20,25,26,21,33,21,16,5,26,20
30457.203125,7,9,12,13,17,5,1,9,10,10,10,11,10,3,9,4
30491.822266,12,19,18,15,10,6,1,18,11,16,7,25,5,9,9,10
30516.250000,9,4,8,11,14,19,10,24,23,8,14,10,2,11,14,7
30546.466797,11,8,10,18,18,8,8,20,23,12,24,23,5,16,10,10
30568.816406,11,10,11,11,13,11,1,14,9,7,13,8,5,11,17,10
30597.570312,8,16,13,18,11,9,4,12,5,20,13,18,3,6,16,7
30624.130859,18,23,14,11,8,1,3,17,6,7,7,15,10,10,22,5
30653.568359,8,5,8,16,12,10,2,20,11,12,10,6,3,11,16,7
30669.388672,11,7,10,13,8,12,0,1,13,8,9,8,15,3,22,0
30697.220703,23,23,25,25,13,6,5,15,17,22,17,14,11,11,21,11
30722.041016,7,11,2,12,7,9,4,10,9,10,1,13,5,5,9,13
30745.005859,13,9,11,2,26,11,11,16,6,18,15,9,7,2,13,0
30776.785156,22,20,31,43,28,26,12,25,15,23,18,24,9,11,30,17
30802.869141,23,21,13,10,16,2,7,32,25,15,21,17,9,16,21,9
30819.744141,8,5,9,6,8,6,3,15,11,5,8,8,5,1,5,11
30847.455078,21,15,19,22,9,15,19,26,19,14,11,22,22,3,19,24
30873.345703,12,8,7,14,11,4,5,15,7,10,8,18,5,7,11,4
30893.886719,12,8,9,8,6,3,2,16,4,14,5,11,13,5,4,3
30915.757812,4,9,7,4,13,4,2,13,7,17,13,10,3,2,12,13
30929.800781,21,15,9,25,12,5,0,16,7,22,8,22,2,12,5,6
30945.630859,12,4,15,17,12,9,2,5,6,8,6,5,16,4,21,9
30956.566406,4,1,3,13,11,4,2,7,10,12,10,14,3,4,3,2
30974.582031,11,10,11,11,3,11,8,21,15,11,5,17,16,1,20,12
31000.199219,11,24,19,22,19,13,9,15,14,25,16,18,10,6,8,19
31018.156250,28,20,21,10,28,10,7,19,23,28,15,29,11,20,11,5
31040.376953,14,4,10,11,25,15,5,19,19,18,9,9,5,17,11,10
31065.919922,21,34,21,20,8,14,6,30,10,17,3,35,3,30,14,19
31098.185547,16,17,33,35,24,21,11,38,22,14,20,28,13,17,19,15
31127.191406,12,22,19,15,13,10,3,34,18,12,10,34,5,11,14,22
31147.367188,10,8,10,19,10,10,9,13,8,7,7,10,7,6,17,12
31176.152344,9,10,12,22,13,13,9,25,21,10,6,20,7,8,23,13
31215.281250,14,29,23,20,15,18,5,22,17,21,11,25,14,8,13,16
31245.347656,13,15,13,16,9,17,4,31,13,13,14,30,6,16,28,12
31274.595703,8,18,18,28,20,5,3,20,14,17,14,24,7,11,16,8
31305.753906,19,14,12,18,20,15,10,20,16,29,4,24,10,12,27,13
31332.687500,36,21,21,31,22,13,18,28,15,22,16,28,23,12,30,19
31361.552734,31,32,31,47,19,8,11,36,17,29,22,52,19,9,36,10
31389.789062,18,11,18,26,8,22,6,29,9,13,11,16,4,3,26,15
31423.839844,18,21,13,23,23,10,12,19,24,19,8,34,9,13,24,10
31450.292969,7,14,7,10,9,13,4,14,13,12,15,11,3,5,10,10
31489.789062,45,39,45,46,42,31,33,50,38,36,61,42,22,28,50,28
31523.548828,13,9,15,17,22,5,16,18,23,14,19,10,6,19,23,7
31556.097656,9,18,5,15,18,11,11,25,22,20,11,10,5,9,18,5
31583.441406,24,17,34,29,22,16,21,26,16,15,19,31,16,28,12,22
31610.697266,20,27,15,15,11,16,9,21,21,11,20,33,5,12,14,12
31641.277344,10,15,5,23,20,11,12,24,22,22,15,9,11,8,14,14
31671.882812,14,12,16,12,8,10,9,14,12,12,8,20,11,9,6,9
31708.607422,20,11,18,31,14,14,11,43,18,17,5,27,3,8,24,14
31739.355469,20,24,28,18,21,10,15,31,28,21,13,27,18,17,17,7
31773.687500,30,35,39,33,27,36,14,39,36,51,27,41,16,30,31,19
31801.656250,15,10,18,18,19,10,3,19,9,15,8,21,8,7,28,9
31839.714844,23,36,26,28,20,22,6,34,19,19,18,19,24,18,13,13
31868.433594,17,22,10,16,16,12,7,27,15,19,7,27,9,10,23,15
31899.972656,26,13,16,30,21,13,5,26,16,21,27,19,13,25,22,18
31926.849609,19,15,12,19,16,13,10,19,11,17,8,15,7,16,13,6
31950.005859,11,19,14,23,12,9,6,23,20,11,3,22,5,20,15,11
31976.951172,11,18,11,15,13,12,7,21,13,13,16,23,3,8,9,2
32002.583984,16,10,4,14,19,9,5,14,8,15,8,12,5,12,10,6
32039.205078,20,20,23,17,29,14,15,40,26,27,22,28,19,9,22,17
32078.044922,23,18,25,25,26,8,12,21,21,31,14,29,15,22,17,20
32108.091797,7,11,14,13,19,6,6,15,19,7,9,13,2,6,11,7
32138.044922,9,8,11,11,15,0,7,16,5,11,12,19,4,11,13,6
32169.742188,17,18,16,19,22,16,15,22,31,19,13,32,4,8,16,17
32195.794922,17,18,22,19,14,4,0,19,8,16,14,27,12,15,11,17
32226.458984,16,8,8,11,22,9,7,21,9,8,7,22,8,2,10,12
32255.253906,14,5,26,16,13,15,2,26,28,16,7,17,12,5,15,14
32288.951172,19,29,19,26,17,10,13,20,8,15,14,19,18,14,23,15
32325.804688,34,6,15,25,10,14,7,33,22,16,14,26,12,10,11,8
32359.076172,7,17,18,12,8,10,6,14,18,12,11,20,18,4,11,8
32393.238281,12,11,10,20,17,9,13,19,23,15,13,19,9,5,22,12
32420.050781,15,8,11,8,4,6,4,9,12,8,5,8,4,5,10,6
32447.132812,9,12,16,17,8,8,6,13,12,11,6,13,4,7,21,7
32477.236328,16,21,19,18,23,11,6,19,11,16,7,18,9,8,14,9
32506.546875,17,28,27,34,16,8,6,38,13,9,21,36,22,8,28,11
32538.250000,14,16,29,27,15,20,1,33,27,14,18,19,8,13,29,19
32570.085938,25,17,8,12,12,10,14,22,14,28,10,20,3,15,24,7
32602.255859,23,19,17,29,13,24,10,28,15,27,10,30,14,9,27,5
32628.949219,34,19,31,31,18,9,1,27,20,24,18,38,11,12,17,10
32667.386719,27,17,25,23,13,25,37,37,24,27,23,47,18,14,31,17
32697.353516,17,26,23,17,15,8,4,26,8,29,13,12,7,7,21,11
32722.630859,6,8,4,14,10,14,2,22,6,17,2,8,6,2,17,2
32752.505859,24,21,18,23,21,23,19,24,14,17,18,18,16,13,40,10
32789.671875,20,17,34,39,20,20,9,42,25,25,20,52,19,21,24,12
32818.117188,8,14,11,10,6,9,6,12,18,13,5,5,5,8,14,8
32846.957031,8,9,17,7,9,6,3,16,9,15,23,8,3,5,11,8
32872.351562,8,13,6,21,5,20,2,8,6,20,16,25,6,14,7,14
32907.167969,20,26,28,33,30,14,10,44,14,26,17,28,32,17,19,25
32939.433594,14,24,11,20,12,11,4,17,17,16,21,25,12,6,16,6
32966.375000,21,23,18,23,18,23,13,20,23,14,14,33,11,4,24,10
32997.117188,26,21,13,16,14,34,6,19,14,15,17,18,12,9,32,14
33018.468750,4,8,7,11,17,3,1,16,6,8,9,11,12,12,8,11
33053.425781,25,20,17,22,21,38,7,31,18,30,30,38,4,11,26,14
33089.312500,19,18,17,41,13,18,7,24,8,16,12,42,4,19,24,33
33118.605469,18,17,24,15,18,25,9,36,24,26,21,30,11,28,31,7
33138.894531,10,22,7,12,15,29,0,28,27,12,11,14,1,1,12,10
33172.476562,28,16,31,28,12,21,16,38,16,21,19,53,7,34,26,19
33204.968750,16,22,22,27,17,10,5,11,26,23,9,38,5,13,30,17
33231.019531,14,16,19,14,10,13,6,19,15,11,11,22,7,3,14,25
33255.988281,16,10,11,5,9,8,5,10,13,14,7,21,8,9,5,5
33285.285156,7,16,7,14,9,12,7,9,12,13,8,7,9,4,19,11
33319.562500,11,15,12,20,19,15,3,25,16,23,10,19,19,6,17,11
33349.988281,11,12,11,6,7,10,3,19,5,10,8,9,6,6,12,8
33379.804688,16,19,22,20,12,14,1,19,27,19,12,34,7,6,23,17
33405.777344,24,16,22,30,12,13,11,26,21,15,13,27,11,20,25,10
33419.941406,8,26,7,6,9,3,6,9,8,10,5,7,6,4,4,1
33454.476562,21,22,19,24,13,4,9,21,6,16,18,19,9,5,20,6
33483.324219,14,8,10,19,9,12,9,16,15,7,9,21,6,5,15,16
33509.632812,13,10,6,10,8,8,8,10,14,10,7,13,2,4,9,3
33541.449219,5,4,10,14,17,8,6,14,12,14,9,20,12,6,12,17
33567.820312,17,26,12,18,13,8,6,15,10,20,18,18,9,9,8,10
33599.394531,18,16,7,11,15,8,11,33,10,20,18,24,8,11,13,24
33629.546875,28,26,33,21,22,9,4,27,21,19,14,30,14,12,26,17
