gvt, PE_0, PE_1, PE_2, PE_3, PE_4, PE_5, PE_6, PE_7, PE_8, PE_9, PE_10, PE_11, PE_12, PE_13, PE_14, PE_15
0.000000,  0, 28, 19, 31, 18, 26, 28, 20, 26, 24, 21, 30, 30, 20, 33, 26
112.615265, 31, 37, 39, 38, 46, 48, 51, 42, 52, 30, 33, 43, 36, 32, 49, 36
143.450150, 41, 36, 41, 37, 36, 44, 47, 54, 60, 30, 47, 45, 49, 52, 55, 35
176.391113, 53, 47, 68, 57, 55, 52, 49, 52, 55, 49, 53, 54, 46, 52, 50, 46
205.374084, 52, 54, 76, 51, 57, 63, 70, 51, 67, 66, 83, 40, 40, 40, 67, 70
239.004166, 81, 94, 85, 87, 71, 71, 64, 70, 85, 61, 77, 82, 101, 75, 86, 83
271.346497, 91, 75, 92, 73, 82, 124, 68, 88, 77, 112, 78, 88, 86, 83, 74, 73
300.569977, 57, 65, 62, 72, 53, 60, 47, 61, 48, 90, 61, 42, 90, 59, 56, 63
330.007019, 73, 98, 59, 65, 57, 87, 46, 80, 78, 75, 65, 68, 54, 74, 58, 71
351.655182, 56, 35, 52, 42, 51, 39, 44, 49, 49, 53, 48, 52, 63, 39, 49, 51
378.656494, 81, 99, 97, 74, 82, 100, 69, 83, 72, 143, 80, 75, 83, 53, 87, 67
395.181793, 85, 101, 55, 86, 68, 45, 44, 63, 78, 38, 84, 63, 98, 52, 62, 55
418.436737, 41, 41, 44, 50, 33, 65, 40, 32, 52, 34, 39, 24, 41, 37, 51, 37
450.358826, 65, 74, 64, 79, 57, 66, 54, 58, 60, 51, 54, 73, 75, 49, 59, 74
476.764343, 44, 44, 52, 55, 57, 65, 34, 46, 59, 41, 41, 63, 56, 47, 60, 58
489.080231, 38, 30, 33, 40, 31, 32, 46, 34, 36, 40, 32, 32, 28, 33, 42, 40
511.257874, 29, 48, 32, 25, 35, 25, 25, 20, 43, 23, 29, 36, 30, 38, 30, 22
525.426086, 44, 30, 46, 59, 27, 43, 37, 49, 35, 41, 48, 27, 51, 35, 45, 53
542.853821, 25, 30, 34, 25, 28, 27, 23, 39, 30, 33, 23, 35, 27, 24, 21, 37
568.756165, 49, 29, 48, 38, 39, 46, 35, 30, 45, 35, 36, 43, 42, 40, 41, 47
584.974426, 47, 38, 33, 44, 39, 42, 42, 38, 52, 34, 55, 32, 36, 45, 35, 45
601.541687, 22, 20, 15, 27, 21, 26, 21, 52, 37, 25, 30, 31, 20, 19, 18, 25
626.306213, 58, 65, 70, 66, 73, 49, 46, 44, 37, 70, 66, 52, 61, 49, 59, 53
636.218018, 47, 32, 36, 42, 29, 29, 41, 35, 48, 23, 46, 38, 27, 33, 28, 26
661.666748, 37, 60, 61, 42, 32, 53, 49, 43, 70, 43, 75, 82, 56, 66, 53, 76
692.143616, 75, 65, 122, 85, 92, 66, 68, 80, 63, 92, 64, 89, 77, 86, 77, 90
712.914001, 86, 63, 74, 70, 56, 62, 50, 48, 93, 51, 66, 68, 63, 62, 55, 61
734.226624, 52, 81, 57, 49, 62, 45, 51, 66, 57, 55, 44, 42, 43, 52, 48, 74
764.270142, 57, 55, 66, 65, 53, 48, 54, 67, 68, 48, 68, 69, 62, 52, 43, 58
793.341614, 62, 71, 64, 69, 48, 82, 54, 63, 75, 50, 80, 63, 68, 56, 63, 80
816.265137, 57, 54, 52, 47, 43, 52, 41, 41, 64, 32, 42, 49, 70, 81, 41, 49
842.925171, 52, 57, 58, 63, 50, 63, 61, 61, 57, 50, 65, 49, 78, 53, 60, 75
868.911499, 92, 78, 89, 78, 112, 77, 66, 78, 64, 91, 125, 76, 92, 85, 66, 93
887.842224, 94, 111, 92, 70, 123, 97, 93, 93, 83, 93, 108, 92, 114, 100, 97, 100
909.396729, 23, 35, 50, 37, 32, 36, 35, 41, 45, 39, 36, 28, 43, 42, 48, 32
923.716248, 43, 55, 29, 48, 45, 37, 28, 39, 32, 29, 28, 56, 45, 40, 48, 46
948.702209, 60, 55, 55, 48, 52, 69, 53, 33, 63, 90, 38, 41, 57, 51, 57, 51
976.711914, 57, 54, 67, 61, 50, 43, 45, 63, 47, 54, 50, 42, 59, 52, 56, 60
1003.607178, 54, 57, 72, 37, 56, 57, 49, 50, 44, 39, 67, 52, 46, 57, 41, 41
1031.060059, 61, 61, 48, 59, 52, 57, 40, 79, 50, 80, 55, 56, 59, 57, 50, 59
1048.635254, 43, 35, 45, 58, 66, 45, 37, 41, 47, 43, 36, 49, 46, 37, 43, 61
1064.255493, 34, 43, 37, 35, 24, 41, 32, 53, 26, 76, 23, 46, 47, 21, 29, 41
1092.187012, 61, 53, 50, 62, 51, 46, 49, 52, 34, 75, 34, 45, 59, 53, 49, 52
1122.500244, 49, 55, 52, 49, 61, 58, 45, 42, 48, 58, 48, 59, 44, 40, 53, 66
1149.920410, 52, 43, 49, 42, 42, 47, 39, 40, 50, 59, 51, 33, 54, 38, 60, 46
1174.991333, 55, 48, 53, 60, 60, 49, 47, 49, 65, 42, 44, 43, 38, 55, 49, 48
1197.601685, 71, 61, 39, 53, 44, 59, 53, 68, 48, 64, 54, 51, 51, 63, 41, 63
1224.059204, 57, 60, 61, 52, 59, 55, 43, 47, 50, 63, 46, 48, 49, 55, 49, 40
1251.831421, 76, 65, 50, 68, 61, 68, 47, 60, 50, 69, 61, 47, 66, 54, 69, 53
1281.515991, 62, 62, 57, 64, 65, 56, 42, 61, 52, 63, 60, 49, 77, 56, 54, 65
1303.355469, 28, 32, 37, 39, 30, 26, 23, 38, 40, 42, 27, 42, 38, 41, 34, 38
1328.201538, 52, 47, 42, 44, 37, 48, 47, 53, 45, 49, 49, 47, 51, 32, 54, 52
1352.912476, 67, 73, 68, 71, 60, 81, 64, 47, 57, 50, 61, 46, 66, 49, 65, 60
1373.729248, 55, 49, 50, 46, 44, 48, 49, 53, 43, 36, 51, 48, 54, 37, 46, 49
1399.261475, 35, 63, 51, 41, 44, 51, 63, 38, 39, 54, 64, 55, 51, 48, 43, 59
1423.154297, 60, 62, 60, 53, 54, 63, 48, 50, 62, 51, 57, 43, 66, 39, 60, 55
1447.790771, 78, 59, 56, 71, 69, 75, 46, 64, 90, 58, 82, 84, 79, 41, 56, 64
1475.048340, 65, 71, 83, 61, 75, 59, 63, 74, 59, 56, 66, 65, 59, 55, 63, 69
1500.088257, 64, 83, 68, 74, 71, 63, 65, 86, 71, 95, 57, 86, 73, 64, 64, 76
1519.525513, 36, 34, 37, 29, 39, 25, 31, 56, 43, 26, 37, 42, 29, 45, 29, 21
1545.014404, 54, 62, 55, 41, 58, 55, 45, 49, 51, 51, 50, 50, 53, 55, 40, 63
1557.706299, 50, 47, 63, 58, 41, 53, 42, 51, 44, 36, 33, 36, 67, 28, 35, 58
1583.159546, 46, 66, 37, 39, 64, 47, 28, 56, 37, 57, 55, 52, 52, 48, 29, 58
1607.400146, 46, 57, 43, 70, 59, 57, 35, 55, 50, 70, 60, 54, 55, 57, 53, 59
1621.071045, 53, 39, 82, 61, 50, 42, 63, 35, 52, 52, 42, 41, 70, 43, 54, 51
1647.270386, 32, 42, 61, 41, 68, 49, 38, 45, 54, 45, 38, 58, 50, 46, 32, 51
1674.252930, 49, 66, 38, 56, 33, 55, 43, 43, 40, 60, 46, 62, 58, 50, 46, 44
1702.853149, 75, 48, 68, 71, 70, 56, 50, 56, 76, 69, 65, 68, 66, 56, 55, 61
1729.282471, 72, 71, 102, 90, 91, 71, 66, 71, 63, 85, 90, 57, 68, 73, 67, 106
1750.929077, 87, 67, 63, 102, 94, 115, 44, 82, 56, 76, 94, 68, 95, 82, 81, 60
1779.279785, 108, 99, 107, 84, 74, 95, 79, 76, 116, 92, 76, 91, 82, 102, 79, 97
1800.790527, 50, 39, 58, 48, 51, 60, 56, 48, 45, 51, 37, 41, 45, 50, 44, 45
1830.232788, 67, 61, 78, 60, 68, 57, 56, 47, 70, 46, 56, 95, 50, 73, 43, 68
1854.904175, 55, 66, 49, 53, 65, 43, 47, 40, 52, 45, 39, 52, 47, 40, 39, 62
1876.517822, 43, 46, 56, 42, 46, 47, 43, 34, 49, 51, 65, 51, 41, 65, 53, 57
1889.369995, 21, 32, 39, 41, 39, 50, 20, 27, 43, 20, 26, 19, 29, 39, 22, 44
1919.715698, 60, 68, 60, 49, 62, 59, 62, 65, 76, 108, 72, 54, 54, 102, 55, 88
1951.870117, 57, 62, 86, 63, 70, 53, 55, 48, 67, 88, 56, 49, 54, 63, 57, 60
1985.920898, 67, 55, 59, 70, 62, 72, 63, 65, 66, 97, 67, 62, 83, 63, 67, 74
2005.002441, 52, 41, 27, 31, 35, 37, 30, 23, 31, 43, 41, 28, 25, 40, 26, 27
2030.595215, 47, 48, 45, 55, 50, 31, 35, 43, 36, 53, 53, 39, 35, 48, 44, 53
2067.253174, 75, 76, 64, 80, 65, 86, 52, 81, 59, 75, 62, 84, 91, 67, 62, 67
2080.937988, 61, 57, 48, 56, 53, 41, 41, 47, 55, 52, 49, 45, 53, 49, 44, 74
2103.352539, 26, 37, 19, 24, 50, 51, 37, 27, 36, 33, 50, 42, 47, 45, 19, 50
2129.215820, 60, 51, 87, 52, 54, 47, 48, 50, 50, 53, 56, 59, 63, 64, 41, 48
2149.107422, 61, 46, 44, 57, 47, 55, 52, 39, 60, 54, 37, 42, 38, 53, 53, 52
2178.099121, 57, 63, 55, 49, 40, 66, 44, 59, 55, 55, 41, 41, 48, 44, 34, 52
2193.819092, 33, 43, 35, 22, 33, 33, 23, 29, 45, 23, 30, 25, 31, 28, 39, 51
2226.547363, 46, 51, 63, 61, 66, 51, 49, 51, 62, 53, 54, 60, 64, 58, 43, 38
2257.558594, 79, 65, 59, 69, 63, 57, 53, 71, 66, 89, 55, 71, 63, 67, 58, 93
2283.329590, 66, 49, 52, 53, 49, 51, 44, 40, 49, 56, 58, 39, 38, 66, 52, 45
2307.126221, 45, 56, 50, 49, 45, 41, 40, 58, 39, 65, 54, 47, 39, 56, 39, 70
2338.322021, 65, 52, 57, 64, 58, 74, 50, 53, 51, 66, 75, 61, 76, 57, 50, 43
2359.962158, 64, 59, 57, 53, 59, 65, 41, 52, 53, 79, 68, 52, 65, 44, 42, 58
2375.915039, 29, 19, 44, 23, 20, 24, 25, 21, 20, 20, 31, 21, 21, 27, 20, 21
2404.992920, 71, 36, 52, 59, 44, 49, 46, 33, 51, 57, 46, 42, 59, 53, 41, 64
2440.499268, 84, 93, 69, 60, 63, 67, 62, 81, 60, 61, 56, 75, 55, 74, 45, 113
2467.833252, 68, 48, 65, 65, 57, 54, 52, 73, 57, 72, 58, 69, 65, 83, 52, 59
2501.733154, 84, 74, 61, 81, 63, 77, 47, 68, 64, 51, 80, 90, 69, 73, 57, 81
2529.931885, 69, 55, 63, 47, 54, 51, 51, 43, 65, 47, 51, 65, 42, 62, 58, 58
2554.569824, 51, 42, 51, 42, 32, 41, 38, 46, 44, 33, 40, 49, 40, 47, 44, 46
2565.802734, 35, 27, 39, 56, 39, 43, 21, 20, 25, 22, 25, 25, 41, 44, 36, 32
2569.690430, 12,  6, 11,  8, 14, 11, 18, 11, 15, 38, 15, 25,  6,  8, 10, 13
2589.013184, 33, 38, 26, 15, 20, 27, 25, 32, 35, 14, 36, 20, 38, 23, 19, 25
2602.628174, 24, 21, 25, 45, 31, 30, 21, 34, 47, 39, 21, 36, 31, 34, 34, 52
2623.492676, 36, 38, 28, 31, 27, 32, 32, 35, 26, 30, 25, 26, 26, 34, 28, 35
2643.212891, 47, 37, 34, 29, 32, 40, 24, 33, 30, 30, 42, 31, 31, 34, 21, 29
2661.997314, 47, 34, 42, 44, 31, 24, 33, 46, 34, 45, 35, 54, 35, 52, 35, 44
2680.973389, 18, 36, 21, 20, 26, 29, 21, 41, 30, 21, 30, 27, 31, 34, 33, 15
2698.285889, 52, 32, 38, 47, 38, 41, 38, 34, 37, 42, 45, 58, 47, 25, 36, 36
2713.625977, 17, 31, 24, 13, 24, 13, 20, 44, 21, 24, 28, 31, 21, 40, 18, 36
2728.353516, 39, 30, 36, 58, 24, 35, 28, 20, 33, 53, 22, 43, 45, 39, 27, 26
2739.138916, 14, 12,  2, 13, 15, 21, 16, 25,  8, 10, 26, 17,  9, 12, 12, 14
2764.799072, 43, 53, 49, 54, 45, 40, 41, 48, 45, 43, 44, 51, 60, 58, 46, 49
2787.560547, 58, 63, 43, 52, 50, 53, 59, 46, 68, 82, 51, 51, 62, 52, 58, 44
2814.756348, 64, 58, 68, 64, 72, 52, 46, 60, 56, 62, 59, 59, 51, 56, 41, 67
2843.751709, 49, 56, 63, 63, 70, 72, 52, 78, 72, 91, 72, 68, 49, 78, 57, 75
2879.546387, 75, 73, 60, 63, 57, 55, 58, 56, 51, 76, 70, 71, 69, 60, 58, 69
2908.602783, 64, 70, 59, 57, 66, 66, 58, 54, 58, 81, 76, 63, 52, 55, 60, 70
2936.360107, 46, 42, 48, 61, 37, 40, 44, 49, 42, 51, 58, 62, 43, 44, 42, 67
2969.394531, 86, 81, 81, 81, 68, 71, 57, 60, 81, 101, 82, 101, 70, 91, 48, 106
3002.434082, 67, 63, 66, 58, 65, 68, 64, 58, 76, 89, 67, 84, 63, 60, 49, 86
3027.138672, 60, 51, 68, 46, 55, 42, 57, 52, 49, 53, 60, 60, 55, 44, 54, 66
3058.968750, 109, 102, 127, 85, 121, 68, 84, 103, 128, 128, 112, 108, 157, 111, 105, 118
3090.570312, 124, 123, 84, 142, 81, 170, 74, 116, 112, 87, 132, 114, 119, 99, 74, 109
3118.321777, 124, 156, 184, 176, 140, 140, 126, 115, 166, 122, 136, 141, 166, 161, 135, 158
3144.816162, 69, 81, 66, 64, 59, 76, 105, 81, 82, 73, 93, 50, 62, 78, 63, 89
3175.452637, 81, 85, 68, 91, 52, 67, 71, 79, 61, 77, 85, 62, 74, 74, 74, 94
3197.862549, 52, 49, 44, 48, 49, 42, 41, 42, 62, 37, 55, 49, 39, 30, 38, 42
3224.499268, 40, 43, 45, 55, 48, 38, 37, 46, 53, 42, 65, 47, 52, 46, 40, 64
3253.930420, 75, 51, 67, 51, 60, 56, 44, 49, 46, 58, 66, 67, 46, 62, 49, 79
3280.729736, 52, 42, 77, 52, 59, 50, 41, 40, 49, 53, 48, 51, 48, 44, 43, 46
3315.212891, 72, 63, 53, 53, 66, 54, 57, 51, 75, 52, 54, 56, 83, 52, 63, 77
3351.957520, 71, 61, 87, 65, 65, 61, 62, 57, 78, 62, 65, 65, 56, 63, 58, 72
3378.964844, 56, 55, 70, 58, 43, 56, 38, 51, 73, 55, 54, 53, 58, 56, 50, 54
3407.724854, 58, 47, 48, 51, 44, 46, 37, 39, 57, 44, 56, 49, 46, 54, 45, 44
3432.038086, 36, 35, 47, 42, 38, 37, 41, 40, 49, 38, 43, 38, 39, 40, 54, 42
3457.984863, 51, 48, 56, 69, 59, 41, 46, 40, 57, 43, 39, 59, 46, 41, 43, 60
3481.090332, 48, 45, 31, 34, 38, 34, 38, 37, 23, 39, 43, 37, 32, 32, 34, 35
3508.660156, 48, 57, 47, 54, 44, 32, 32, 40, 44, 65, 45, 73, 46, 51, 60, 46
3530.039795, 49, 39, 51, 43, 50, 52, 29, 48, 62, 35, 34, 49, 33, 41, 45, 45
3550.951172, 44, 44, 44, 57, 50, 40, 44, 58, 43, 46, 33, 45, 48, 52, 44, 59
3581.135254, 51, 60, 54, 55, 54, 48, 54, 48, 53, 60, 51, 59, 52, 49, 42, 51
3610.660156, 61, 46, 54, 68, 48, 47, 53, 38, 48, 71, 58, 64, 55, 46, 53, 60
3639.552490, 59, 50, 64, 63, 53, 53, 44, 46, 52, 39, 58, 61, 58, 52, 53, 69
3669.400635, 79, 56, 55, 51, 62, 51, 53, 50, 62, 59, 68, 53, 65, 52, 54, 47
3702.894775, 68, 54, 57, 63, 54, 64, 64, 53, 80, 60, 62, 56, 58, 51, 44, 69
3738.846680, 68, 52, 65, 62, 62, 73, 46, 68, 67, 49, 54, 59, 70, 53, 54, 69
3766.687012, 60, 58, 46, 59, 55, 51, 40, 52, 46, 66, 61, 57, 41, 50, 44, 51
3796.463867, 60, 51, 61, 62, 47, 53, 63, 37, 83, 56, 62, 59, 61, 49, 52, 64
3820.850586, 51, 43, 37, 48, 30, 48, 39, 40, 39, 31, 34, 37, 44, 31, 39, 54
3849.957520, 51, 54, 49, 44, 41, 53, 45, 57, 72, 59, 71, 53, 49, 56, 45, 59
3882.406738, 85, 73, 65, 55, 68, 78, 59, 81, 64, 61, 72, 69, 73, 61, 62, 64
3915.182129, 62, 74, 65, 83, 56, 63, 54, 59, 72, 62, 61, 84, 78, 58, 60, 49
3937.206299, 60, 35, 39, 36, 49, 58, 31, 39, 56, 34, 40, 30, 31, 41, 24, 43
3970.754639, 70, 76, 64, 70, 61, 61, 50, 68, 71, 74, 65, 66, 52, 59, 68, 90
3994.560303, 58, 32, 51, 37, 43, 34, 43, 40, 53, 54, 46, 64, 37, 37, 54, 47
4027.084961, 62, 67, 77, 60, 52, 72, 70, 49, 72, 65, 60, 61, 65, 61, 61, 79
4062.888916, 66, 51, 71, 68, 64, 63, 58, 69, 69, 54, 63, 63, 61, 53, 63, 74
4095.667969, 79, 66, 58, 59, 54, 51, 52, 58, 66, 64, 60, 64, 70, 57, 71, 54
4124.336426, 58, 47, 55, 46, 67, 45, 50, 44, 49, 46, 46, 53, 47, 48, 53, 53
4152.734863, 50, 59, 54, 51, 59, 50, 46, 46, 59, 50, 41, 54, 57, 42, 45, 42
4190.218750, 72, 79, 64, 72, 63, 73, 58, 68, 69, 77, 53, 70, 60, 71, 66, 84
4223.062988, 77, 62, 60, 53, 73, 54, 52, 52, 66, 57, 58, 74, 62, 60, 59, 70
4250.668457, 65, 54, 51, 47, 45, 50, 46, 46, 48, 49, 59, 48, 67, 37, 55, 51
4280.261719, 62, 69, 62, 55, 72, 55, 58, 65, 66, 74, 58, 73, 78, 54, 62, 78
4310.472656, 73, 68, 59, 78, 66, 59, 59, 63, 85, 74, 56, 75, 51, 69, 84, 57
4341.013184, 83, 68, 58, 64, 60, 80, 68, 64, 72, 57, 71, 73, 57, 43, 66, 86
4374.451172, 70, 50, 70, 67, 53, 51, 63, 58, 73, 59, 60, 65, 63, 52, 63, 67
4407.671875, 75, 45, 63, 61, 58, 49, 52, 52, 60, 79, 56, 66, 61, 50, 59, 61
4439.301270, 60, 55, 64, 52, 47, 71, 49, 61, 49, 74, 60, 68, 58, 54, 53, 72
4467.992676, 77, 58, 55, 64, 69, 45, 54, 62, 71, 68, 50, 73, 74, 65, 37, 57
4496.411621, 35, 51, 41, 51, 43, 49, 47, 47, 51, 54, 41, 48, 47, 41, 64, 46
4528.864258, 73, 49, 66, 67, 57, 48, 52, 56, 55, 63, 55, 65, 36, 54, 54, 75
4559.192871, 78, 62, 55, 56, 48, 68, 52, 67, 61, 61, 59, 61, 56, 52, 52, 73
4592.022461, 55, 54, 59, 64, 59, 58, 54, 51, 55, 57, 52, 59, 58, 40, 55, 49
4622.170898, 58, 51, 52, 53, 57, 52, 46, 59, 65, 65, 57, 72, 54, 45, 52, 58
4652.337891, 71, 60, 69, 58, 60, 59, 51, 53, 65, 55, 65, 74, 66, 53, 53, 53
4679.577637, 49, 61, 48, 60, 62, 53, 56, 44, 67, 55, 66, 60, 56, 41, 46, 65
4707.696289, 46, 48, 40, 50, 41, 44, 50, 44, 53, 53, 46, 56, 44, 35, 47, 57
4740.356934, 58, 65, 60, 55, 55, 51, 49, 69, 54, 63, 68, 55, 59, 45, 61, 52
4766.419922, 56, 51, 58, 49, 49, 55, 49, 50, 60, 50, 54, 41, 45, 43, 43, 62
4787.547363, 39, 35, 30, 42, 46, 49, 31, 33, 37, 42, 48, 39, 49, 29, 29, 42
4820.997070, 69, 65, 64, 72, 50, 52, 54, 50, 68, 61, 67, 51, 80, 62, 55, 76
4851.721680, 58, 56, 72, 64, 56, 76, 54, 67, 71, 72, 57, 71, 63, 47, 66, 98
4878.547852, 50, 43, 47, 59, 47, 56, 43, 53, 61, 47, 55, 44, 53, 47, 52, 51
4909.994141, 57, 63, 59, 59, 47, 72, 42, 47, 70, 68, 63, 50, 71, 50, 44, 64
4938.115234, 62, 57, 59, 62, 71, 76, 57, 42, 55, 44, 72, 51, 68, 54, 54, 79
4967.249512, 72, 40, 58, 82, 55, 62, 53, 62, 74, 55, 71, 72, 68, 56, 63, 102
4989.740723, 57, 64, 61, 57, 55, 46, 47, 52, 50, 78, 56, 54, 56, 44, 49, 57
5008.661133, 32, 42, 37, 30, 31, 41, 28, 25, 26, 23, 28, 24, 24, 35, 32, 28
5032.066895, 35, 40, 40, 31, 35, 40, 47, 31, 35, 42, 37, 48, 50, 26, 30, 45
5068.429199, 76, 65, 87, 79, 63, 74, 63, 71, 84, 79, 80, 68, 68, 64, 59, 110
5095.397461, 50, 40, 67, 48, 60, 65, 43, 66, 48, 55, 39, 55, 58, 49, 44, 49
5113.373535, 47, 39, 41, 45, 32, 32, 19, 23, 35, 43, 29, 33, 43, 36, 37, 38
5140.515625, 55, 39, 42, 47, 55, 48, 31, 59, 48, 60, 52, 50, 53, 43, 46, 57
5152.869141, 18, 35, 30, 25, 26, 31, 27, 21, 21, 32, 25, 20, 20, 22, 18, 18
5174.870605, 48, 54, 67, 48, 44, 45, 32, 54, 48, 49, 38, 44, 61, 38, 43, 67
5196.801270, 36, 37, 26, 36, 32, 33, 29, 28, 37, 46, 36, 47, 48, 32, 39, 51
5211.631836, 31, 25, 27, 26, 26, 25, 22, 33, 34, 28, 25, 25, 23, 27, 22, 27
5231.953613, 38, 41, 51, 52, 42, 49, 36, 42, 43, 40, 46, 36, 43, 48, 41, 39
5251.088867, 43, 27, 35, 16, 33, 35, 25, 24, 29, 40, 39, 33, 58, 35, 21, 26
5273.193848, 54, 50, 43, 55, 46, 51, 35, 40, 63, 36, 65, 39, 43, 39, 40, 50
5289.438965, 25, 33, 42, 33, 26, 37, 39, 37, 24, 41, 45, 27, 26, 31, 26, 50
5313.547363, 46, 54, 47, 24, 35, 33, 41, 53, 37, 28, 42, 45, 33, 34, 37, 33
5333.902344, 41, 32, 47, 48, 45, 43, 32, 36, 54, 36, 45, 56, 50, 31, 26, 55
5340.472656, 22, 25,  9, 11, 11, 19, 18, 22,  9,  8, 11, 14, 16, 16, 14, 12
5361.939453, 44, 31, 46, 43, 35, 39, 33, 29, 48, 44, 31, 44, 44, 38, 21, 42
5371.242676, 15, 35, 17, 14, 21, 20, 21, 22, 14, 19, 37, 11, 15, 10, 17, 27
5395.647949, 49, 29, 37, 44, 40, 46, 37, 39, 40, 37, 34, 44, 34, 39, 36, 57
5421.664551, 54, 52, 53, 47, 31, 59, 28, 35, 54, 35, 49, 44, 38, 40, 45, 44
5451.055176, 47, 48, 59, 62, 36, 64, 35, 56, 43, 42, 48, 50, 41, 36, 50, 65
5486.259766, 52, 60, 60, 58, 54, 66, 52, 49, 72, 55, 69, 62, 48, 48, 67, 50
5523.748535, 80, 65, 68, 59, 67, 67, 54, 71, 52, 78, 71, 65, 73, 60, 50, 76
5551.802734, 54, 49, 42, 43, 45, 50, 36, 44, 39, 49, 53, 48, 43, 43, 42, 44
5568.171875, 38, 49, 26, 44, 29, 34, 36, 35, 51, 27, 26, 42, 30, 27, 36, 38
5595.863770, 43, 48, 40, 46, 44, 51, 38, 47, 37, 56, 37, 60, 44, 38, 52, 50
5629.827637, 80, 71, 70, 58, 59, 65, 61, 62, 55, 64, 68, 60, 75, 71, 53, 68
5656.397949, 56, 52, 56, 51, 55, 68, 46, 67, 53, 54, 54, 52, 49, 40, 60, 56
5684.187988, 69, 52, 48, 40, 48, 49, 55, 39, 44, 50, 47, 50, 45, 56, 60, 65
5704.246582, 28, 44, 26, 36, 34, 41, 20, 34, 47, 32, 40, 45, 44, 23, 28, 26
5730.072754, 47, 47, 48, 46, 54, 40, 50, 47, 62, 50, 42, 41, 42, 44, 43, 45
5758.904785, 60, 55, 49, 43, 60, 54, 41, 45, 65, 45, 50, 58, 50, 52, 50, 58
5785.169922, 56, 45, 51, 48, 40, 53, 41, 51, 43, 44, 55, 47, 48, 36, 45, 49
5814.109863, 52, 48, 50, 43, 53, 47, 33, 44, 49, 44, 44, 41, 45, 44, 48, 45
5842.632812, 51, 48, 43, 42, 40, 46, 46, 43, 55, 53, 45, 51, 44, 38, 46, 51
5869.879883, 55, 53, 48, 57, 48, 55, 56, 54, 51, 63, 47, 48, 46, 53, 45, 53
5906.414062, 77, 67, 60, 62, 62, 71, 47, 58, 67, 68, 57, 60, 61, 53, 62, 71
5927.801758, 30, 43, 44, 39, 28, 44, 40, 35, 34, 53, 55, 43, 45, 36, 35, 29
5945.819336, 39, 27, 35, 27, 29, 28, 27, 33, 54, 35, 46, 34, 37, 26, 31, 36
5961.415039, 39, 25, 33, 41, 39, 33, 20, 28, 24, 21, 29, 18, 19, 29, 30, 29
5978.731934, 27, 30, 27, 20, 17, 30, 25, 19, 30, 30, 20, 28, 32, 25, 24, 23
5996.553223, 49, 43, 38, 47, 30, 30, 36, 41, 62, 35, 33, 24, 21, 37, 37, 39
6021.263672, 53, 53, 50, 45, 51, 71, 48, 48, 60, 65, 51, 54, 66, 45, 65, 52
6052.910645, 51, 53, 64, 49, 61, 67, 62, 46, 60, 67, 68, 70, 65, 57, 54, 65
6088.698242, 58, 66, 56, 69, 61, 63, 50, 63, 76, 62, 65, 55, 72, 53, 53, 59
6118.746094, 50, 55, 61, 53, 57, 52, 57, 52, 56, 62, 59, 62, 46, 62, 61, 57
6150.759277, 62, 54, 68, 62, 46, 75, 41, 59, 56, 53, 50, 58, 47, 54, 57, 59
6176.675293, 42, 54, 39, 32, 41, 41, 35, 51, 55, 65, 39, 42, 37, 38, 39, 51
6209.436523, 60, 68, 70, 54, 48, 65, 46, 53, 42, 51, 54, 54, 58, 51, 46, 51
6241.738770, 56, 49, 59, 60, 54, 63, 50, 64, 66, 73, 63, 64, 60, 48, 57, 66
6278.926758, 63, 83, 64, 69, 61, 70, 57, 73, 85, 63, 62, 72, 68, 70, 70, 86
6303.803223, 73, 54, 55, 57, 60, 55, 46, 63, 71, 35, 45, 54, 46, 54, 48, 63
6335.360840, 51, 78, 71, 57, 54, 76, 52, 70, 51, 71, 52, 54, 81, 67, 63, 76
6365.894043, 74, 54, 64, 66, 62, 60, 52, 62, 61, 59, 54, 55, 67, 55, 48, 71
6398.842285, 52, 48, 51, 47, 49, 60, 52, 49, 63, 39, 54, 49, 52, 43, 44, 57
6429.152832, 53, 52, 62, 50, 50, 54, 49, 43, 49, 47, 45, 50, 61, 46, 58, 61
6458.161621, 57, 46, 61, 60, 76, 68, 53, 57, 70, 68, 55, 59, 63, 41, 67, 62
6499.656250, 66, 73, 87, 70, 63, 80, 71, 71, 81, 55, 80, 68, 81, 63, 51, 68
6526.663086, 67, 54, 73, 59, 58, 65, 48, 46, 63, 69, 51, 64, 54, 60, 64, 76
6557.897949, 52, 46, 38, 46, 52, 51, 46, 43, 61, 49, 65, 48, 55, 46, 55, 58
6593.847168, 75, 57, 71, 72, 64, 70, 54, 64, 77, 70, 68, 59, 83, 48, 54, 83
6612.521973, 34, 38, 50, 39, 35, 37, 35, 40, 45, 36, 36, 37, 43, 27, 32, 41
6644.593262, 53, 41, 45, 31, 47, 53, 39, 53, 39, 54, 46, 40, 43, 48, 42, 54
6673.567871, 66, 44, 44, 55, 56, 59, 51, 48, 63, 57, 74, 48, 58, 51, 47, 62
6709.818848, 58, 60, 55, 57, 50, 63, 53, 62, 73, 64, 86, 66, 64, 75, 36, 54
6743.100098, 53, 51, 60, 48, 57, 77, 60, 47, 56, 58, 68, 64, 55, 57, 54, 46
6769.934570, 55, 45, 56, 51, 49, 49, 48, 53, 75, 56, 46, 43, 49, 44, 46, 49
